sample,model,sim,nsim,inner,outer,fiber,master_fiber_index,fiberset_index,waveform_index,active_src_index,nerve_label,threshold,apnode,aptime,long_ap_pos,n_ap_sites,peak_second_diff,peak_second_diff_node,peri_thk,type,contact,pulse_width,fiber_diam
572,0,3,5,13,13,9,24,5,0,0,5R,0.258467,15,1.805,21647.487379372153,1,,,18.145640565636704,2D,cathodic,,
572,0,3,5,13,13,10,25,5,0,0,5R,0.258467,15,1.818,21496.376967094388,1,,,18.145640565636704,2D,cathodic,,
572,0,3,5,11,11,1,26,5,0,0,5R,0.295205,15,1.858,21032.769709931195,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,2,27,5,0,0,5R,0.295205,15,1.838,20609.87031855285,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,3,28,5,0,0,5R,0.294238,15,1.942,21395.7429098691,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,4,29,5,0,0,5R,0.294238,15,1.963,21300.9701420496,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,5,30,5,0,0,5R,0.295205,15,1.826,20717.130983325143,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,6,31,5,0,0,5R,0.294238,15,1.804,21345.858818485864,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,10,10,10,32,5,0,0,5R,0.258467,14,1.794,20529.625373296883,1,,,18.77977758524807,2D,cathodic,,
572,0,3,5,8,8,1,33,5,0,0,5R,0.252666,15,1.909,21081.491686113342,1,,,22.33536431426225,2D,cathodic,,
572,0,3,5,8,8,2,34,5,0,0,5R,0.252666,15,1.819,20969.169839208636,1,,,22.33536431426225,2D,cathodic,,
572,0,3,5,10,10,11,35,5,0,0,5R,0.258467,15,1.783,21356.623165930174,1,,,18.77977758524807,2D,cathodic,,
572,0,3,5,8,8,3,36,5,0,0,5R,0.252666,15,1.811,20678.423194836545,1,,,22.33536431426225,2D,cathodic,,
572,0,3,5,8,8,4,37,5,0,0,5R,0.252666,15,1.869,20792.32007218467,1,,,22.33536431426225,2D,cathodic,,
572,0,3,5,8,8,5,38,5,0,0,5R,0.252666,15,1.807,21301.634981956682,1,,,22.33536431426225,2D,cathodic,,
572,0,3,5,8,8,6,39,5,0,0,5R,0.251699,15,1.874,20949.509407830505,1,,,22.33536431426225,2D,cathodic,,
572,0,3,5,11,11,7,40,5,0,0,5R,0.294238,15,1.883,21185.724580753296,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,8,41,5,0,0,5R,0.295205,15,1.793,21121.917683547894,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,9,42,5,0,0,5R,0.295205,15,1.811,21160.770097157056,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,10,43,5,0,0,5R,0.294238,14,1.888,20094.81465432602,0,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,11,44,5,0,0,5R,0.294238,15,1.885,20912.975017789602,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,12,45,5,0,0,5R,0.295205,15,1.845,21163.25817714867,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,13,46,5,0,0,5R,0.294238,15,1.831,20759.765235745595,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,6,6,0,47,5,0,0,5R,0.247832,14,1.765,20289.37994731776,0,,,17.96374729341907,2D,cathodic,,
572,0,3,5,6,6,1,48,5,0,0,5R,0.247832,15,1.769,21280.899616949646,1,,,17.96374729341907,2D,cathodic,,
572,0,3,5,4,4,0,49,5,0,0,5R,0.239131,14,1.833,20494.763038804507,1,,,17.2598723323582,2D,cathodic,,
572,0,3,5,4,4,1,50,5,0,0,5R,0.239131,15,1.9,21371.51885951585,1,,,17.2598723323582,2D,cathodic,,
572,0,3,5,6,6,2,51,5,0,0,5R,0.246865,15,1.869,21499.802265609098,1,,,17.96374729341907,2D,cathodic,,
572,0,3,5,6,6,3,52,5,0,0,5R,0.247832,15,1.782,21148.98786326894,1,,,17.96374729341907,2D,cathodic,,
572,0,3,5,6,6,4,53,5,0,0,5R,0.247832,14,1.774,20479.199724264774,1,,,17.96374729341907,2D,cathodic,,
572,0,3,5,4,4,2,54,5,0,0,5R,0.239131,15,1.839,20708.145510871815,1,,,17.2598723323582,2D,cathodic,,
572,0,3,5,2,2,0,55,5,0,0,5R,0.239131,15,1.869,20782.649860851016,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,11,11,14,56,5,0,0,5R,0.295205,14,1.804,20346.27618595314,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,2,2,1,57,5,0,0,5R,0.239131,15,1.851,20872.660670418063,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,11,11,15,58,5,0,0,5R,0.294238,15,2.031,21032.440858970585,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,16,59,5,0,0,5R,0.294238,15,1.892,20707.03357880912,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,17,60,5,0,0,5R,0.294238,14,1.865,20505.191111204378,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,12,12,0,61,5,0,0,5R,0.292305,14,1.794,20366.68293323969,0,,,28.609155437542743,2D,cathodic,,
572,0,3,5,2,2,2,62,5,0,0,5R,0.238164,15,1.769,21108.14197233925,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,2,2,3,63,5,0,0,5R,0.239131,14,1.79,20263.282569252224,0,,,21.127411652445524,2D,cathodic,,
572,0,3,5,2,2,4,64,5,0,0,5R,0.239131,15,1.782,20728.732095809977,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,2,2,5,65,5,0,0,5R,0.239131,14,1.846,20560.190908160315,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,6,6,5,66,5,0,0,5R,0.246865,15,1.974,20975.92683554667,1,,,17.96374729341907,2D,cathodic,,
572,0,3,5,2,2,6,67,5,0,0,5R,0.239131,15,1.898,21239.01985386408,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,5,5,0,68,5,0,0,5R,0.259434,15,1.768,21493.635381101947,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,4,4,3,69,5,0,0,5R,0.239131,15,1.945,21122.532053999617,1,,,17.2598723323582,2D,cathodic,,
572,0,3,5,11,11,18,70,5,0,0,5R,0.294238,14,1.9,20234.407175270946,0,,,25.057615125306555,2D,cathodic,,
572,0,3,5,2,2,7,71,5,0,0,5R,0.238164,14,1.987,20196.33778375049,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,5,5,1,72,5,0,0,5R,0.259434,15,1.827,21110.43869756362,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,5,5,2,73,5,0,0,5R,0.259434,14,1.822,20566.015701733613,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,1,1,0,74,5,0,0,5R,0.246865,15,1.942,20909.78358882234,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,5,5,3,75,5,0,0,5R,0.259434,14,1.793,20489.443707518214,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,2,2,8,76,5,0,0,5R,0.238164,14,1.883,20234.633216192557,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,5,5,4,77,5,0,0,5R,0.259434,15,1.788,20855.821982891415,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,5,5,5,78,5,0,0,5R,0.259434,15,1.768,21277.436364168847,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,11,11,19,79,5,0,0,5R,0.295205,14,1.836,20306.24800879507,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,11,11,20,80,5,0,0,5R,0.294238,14,1.965,20430.608361927872,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,2,2,9,81,5,0,0,5R,0.238164,14,2.001,20510.839765583172,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,2,2,10,82,5,0,0,5R,0.239131,14,1.861,20597.572121451794,1,,,21.127411652445524,2D,cathodic,,
572,0,3,5,6,6,6,83,5,0,0,5R,0.247832,15,1.773,20728.91582338469,1,,,17.96374729341907,2D,cathodic,,
572,0,3,5,12,12,1,84,5,0,0,5R,0.292305,15,1.818,20618.941090744087,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,14,14,0,85,5,0,0,5R,0.265234,15,1.818,20841.77778532465,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,14,14,1,86,5,0,0,5R,0.265234,15,1.864,20822.68227617611,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,12,12,2,87,5,0,0,5R,0.295205,14,1.849,20394.772517763675,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,14,14,2,88,5,0,0,5R,0.265234,15,1.867,21704.278373899702,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,12,12,3,89,5,0,0,5R,0.294238,15,1.928,20733.052921047245,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,4,90,5,0,0,5R,0.295205,14,1.931,20367.549922099744,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,14,14,3,91,5,0,0,5R,0.265234,15,1.889,20840.31140884818,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,7,7,0,92,5,0,0,5R,0.248799,15,1.807,21630.08917987619,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,12,12,5,93,5,0,0,5R,0.295205,15,1.787,20981.147805205565,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,6,94,5,0,0,5R,0.295205,15,1.786,21719.206404860197,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,7,7,1,95,5,0,0,5R,0.249766,15,1.768,21198.58466190061,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,2,96,5,0,0,5R,0.248799,15,2.165,20800.513668272186,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,12,12,7,97,5,0,0,5R,0.296172,15,1.792,21598.22545248307,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,8,98,5,0,0,5R,0.296172,15,1.826,20606.051996167636,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,7,7,3,99,5,0,0,5R,0.250732,15,1.829,20894.27145548082,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,4,100,5,0,0,5R,0.249766,15,1.984,21276.289891316188,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,5,101,5,0,0,5R,0.250732,15,1.802,20705.28266390763,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,6,102,5,0,0,5R,0.249766,15,1.859,20723.86371642118,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,7,103,5,0,0,5R,0.249766,15,1.842,21122.981049955215,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,8,104,5,0,0,5R,0.248799,15,2.001,21576.72663925015,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,9,105,5,0,0,5R,0.249766,15,1.78,21458.943829796444,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,1,1,1,106,5,0,0,5R,0.246865,15,1.818,20820.871048349345,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,3,3,0,107,5,0,0,5R,0.238164,15,1.777,21230.858751295542,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,12,12,9,108,5,0,0,5R,0.295205,15,1.884,21177.783347207085,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,7,7,10,109,5,0,0,5R,0.250732,15,1.907,20756.454350569977,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,3,3,1,110,5,0,0,5R,0.238164,14,1.821,20568.198586933817,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,3,3,2,111,5,0,0,5R,0.238164,15,1.841,21725.922148367717,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,3,3,3,112,5,0,0,5R,0.238164,15,2.019,21452.12003584844,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,3,3,4,113,5,0,0,5R,0.238164,14,1.941,20324.13295167446,0,,,20.843463496315373,2D,cathodic,,
572,0,3,5,3,3,5,114,5,0,0,5R,0.238164,15,1.816,20957.668516088732,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,1,1,2,115,5,0,0,5R,0.246865,15,1.814,20983.52987162883,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,0,0,0,116,5,0,0,5R,0.250732,14,1.844,20446.272711174097,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,3,3,6,117,5,0,0,5R,0.239131,15,1.768,21146.047010250055,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,0,0,1,118,5,0,0,5R,0.250732,14,2.011,20130.12594400712,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,1,1,3,119,5,0,0,5R,0.246865,15,1.965,21311.0430630235,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,1,1,4,120,5,0,0,5R,0.246865,15,1.77,20779.99507121294,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,1,1,5,121,5,0,0,5R,0.246865,15,1.767,21791.938386042533,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,3,3,7,122,5,0,0,5R,0.239131,15,1.778,21583.924193011786,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,0,0,2,123,5,0,0,5R,0.251699,15,1.769,20955.482357507775,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,3,124,5,0,0,5R,0.251699,15,1.793,21109.926577533006,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,4,125,5,0,0,5R,0.249766,14,1.999,19974.264571624117,0,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,5,126,5,0,0,5R,0.249766,15,1.858,20775.859089187157,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,6,127,5,0,0,5R,0.249766,14,2.12,20330.854276190792,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,7,128,5,0,0,5R,0.251699,14,1.802,20432.376615902296,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,8,129,5,0,0,5R,0.250732,15,1.839,21163.226489354758,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,1,1,6,130,5,0,0,5R,0.246865,15,1.862,20725.47339256129,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,0,0,9,131,5,0,0,5R,0.250732,15,1.791,21441.369695393078,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,3,3,8,132,5,0,0,5R,0.238164,15,2.157,21261.670415500208,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,1,1,7,133,5,0,0,5R,0.246865,14,1.901,20218.822001291577,0,,,21.412965986317587,2D,cathodic,,
572,0,3,5,1,1,8,134,5,0,0,5R,0.246865,15,1.961,21163.758009033718,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,5,5,6,135,5,0,0,5R,0.258467,15,2.083,20662.69605981878,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,5,5,7,136,5,0,0,5R,0.258467,15,1.882,21331.60035223894,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,5,5,8,137,5,0,0,5R,0.258467,14,1.885,20284.46131462259,0,,,20.2171805709035,2D,cathodic,,
572,0,3,5,6,6,7,138,5,0,0,5R,0.247832,15,1.768,20961.64189665107,1,,,17.96374729341907,2D,cathodic,,
572,0,3,5,1,1,9,139,5,0,0,5R,0.246865,15,1.793,21441.805461812837,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,12,12,10,140,5,0,0,5R,0.295205,15,1.953,20952.209448591013,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,1,1,10,141,5,0,0,5R,0.246865,14,1.803,20434.237547200442,0,,,21.412965986317587,2D,cathodic,,
572,0,3,5,5,5,9,142,5,0,0,5R,0.259434,15,1.77,20932.17316611899,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,5,5,10,143,5,0,0,5R,0.259434,15,1.81,20994.4032501448,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,5,5,11,144,5,0,0,5R,0.259434,15,1.83,20752.186637645747,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,5,5,12,145,5,0,0,5R,0.259434,15,1.796,21472.057477924092,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,5,5,13,146,5,0,0,5R,0.259434,15,1.773,20712.489580676516,1,,,20.2171805709035,2D,cathodic,,
572,0,3,5,3,3,9,147,5,0,0,5R,0.239131,15,1.785,20618.696119536824,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,1,1,11,148,5,0,0,5R,0.246865,15,1.773,20940.654830397958,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,7,7,11,149,5,0,0,5R,0.250732,14,1.914,20524.696930247683,0,,,22.38410188952814,2D,cathodic,,
572,0,3,5,1,1,12,150,5,0,0,5R,0.246865,15,1.872,20687.749183199554,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,3,3,10,151,5,0,0,5R,0.238164,15,1.835,20792.22677141906,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,3,3,11,152,5,0,0,5R,0.238164,15,1.843,21533.59257904736,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,12,12,11,153,5,0,0,5R,0.295205,14,1.89,20355.982348014077,0,,,28.609155437542743,2D,cathodic,,
572,0,3,5,7,7,12,154,5,0,0,5R,0.250732,14,1.832,20516.217728227963,0,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,13,155,5,0,0,5R,0.250732,14,1.898,20519.518267736854,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,14,156,5,0,0,5R,0.249766,15,2.005,21611.837949972847,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,3,3,12,157,5,0,0,5R,0.239131,15,1.762,21468.454426440847,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,12,12,12,158,5,0,0,5R,0.295205,14,1.868,20512.1936588439,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,7,7,15,159,5,0,0,5R,0.249766,15,1.81,21020.712775667795,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,7,7,16,160,5,0,0,5R,0.249766,15,1.937,21735.151331869645,1,,,22.38410188952814,2D,cathodic,,
572,0,3,5,12,12,13,161,5,0,0,5R,0.295205,15,1.844,20680.84601791465,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,14,162,5,0,0,5R,0.296172,15,1.796,20713.94926578249,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,15,163,5,0,0,5R,0.296172,15,1.819,20983.72975953314,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,16,164,5,0,0,5R,0.296172,15,1.806,21521.39210299354,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,17,165,5,0,0,5R,0.296172,15,1.799,21356.18515724116,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,1,1,13,166,5,0,0,5R,0.246865,15,1.802,20978.92737570301,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,3,3,13,167,5,0,0,5R,0.238164,15,1.893,21324.697077609188,1,,,20.843463496315373,2D,cathodic,,
572,0,3,5,12,12,18,168,5,0,0,5R,0.295205,15,1.856,20909.98613255734,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,19,169,5,0,0,5R,0.295205,15,1.802,21248.48709270837,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,20,170,5,0,0,5R,0.295205,15,1.809,21312.170669777104,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,21,171,5,0,0,5R,0.294238,14,1.997,20598.243891008766,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,22,172,5,0,0,5R,0.294238,15,1.865,21388.796401633954,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,23,173,5,0,0,5R,0.294238,15,1.884,21038.996238806336,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,24,174,5,0,0,5R,0.295205,15,1.9,20912.95235258073,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,25,175,5,0,0,5R,0.295205,15,1.838,20788.991584679283,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,26,176,5,0,0,5R,0.292305,14,1.833,20553.355094960247,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,27,177,5,0,0,5R,0.292305,15,2.188,20933.731199177517,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,14,14,4,178,5,0,0,5R,0.265234,14,1.862,20418.774107512658,0,,,19.655491683471478,2D,cathodic,,
572,0,3,5,14,14,5,179,5,0,0,5R,0.265234,15,1.846,21117.016568922216,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,12,12,28,180,5,0,0,5R,0.293271,15,1.936,21478.693888861533,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,29,181,5,0,0,5R,0.295205,15,1.782,21330.79991225135,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,14,14,6,182,5,0,0,5R,0.265234,15,1.832,21081.84207170524,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,14,14,7,183,5,0,0,5R,0.265234,15,1.777,20924.420231129145,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,14,14,8,184,5,0,0,5R,0.265234,15,1.805,21200.74833794982,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,12,12,30,185,5,0,0,5R,0.294238,14,1.819,20413.571832656336,0,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,31,186,5,0,0,5R,0.292305,14,1.993,20317.648698515175,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,32,187,5,0,0,5R,0.295205,15,1.79,21428.425279304603,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,33,188,5,0,0,5R,0.293271,15,1.885,20742.359078950038,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,11,11,21,189,5,0,0,5R,0.294238,15,1.809,21163.913036330276,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,12,12,34,190,5,0,0,5R,0.294238,15,1.804,20823.237317122803,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,35,191,5,0,0,5R,0.294238,15,1.886,20738.007019669894,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,36,192,5,0,0,5R,0.295205,15,2.13,21303.01708738319,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,4,4,4,193,5,0,0,5R,0.239131,15,1.857,20716.542280783477,1,,,17.2598723323582,2D,cathodic,,
572,0,3,5,11,11,22,194,5,0,0,5R,0.294238,15,1.856,21280.269272078946,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,4,4,5,195,5,0,0,5R,0.239131,15,2.031,21371.914107353958,1,,,17.2598723323582,2D,cathodic,,
572,0,3,5,4,4,6,196,5,0,0,5R,0.239131,14,2.123,20493.680194748456,1,,,17.2598723323582,2D,cathodic,,
572,0,3,5,11,11,23,197,5,0,0,5R,0.294238,14,1.954,20214.41752618575,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,12,12,37,198,5,0,0,5R,0.292305,14,1.945,20331.38470841399,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,38,199,5,0,0,5R,0.293271,15,1.94,20814.954225239773,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,12,12,39,200,5,0,0,5R,0.293271,15,1.923,20932.656738153415,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,6,6,8,201,5,0,0,5R,0.247832,15,1.772,21384.102835656387,1,,,17.96374729341907,2D,cathodic,,
572,0,3,5,11,11,24,202,5,0,0,5R,0.295205,14,1.794,20485.72234073657,1,,,25.057615125306555,2D,cathodic,,
572,0,3,5,14,14,9,203,5,0,0,5R,0.265234,15,1.791,21013.034058161753,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,14,14,10,204,5,0,0,5R,0.265234,15,1.84,20751.523149617842,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,14,14,11,205,5,0,0,5R,0.265234,15,1.821,21510.8342814442,1,,,19.655491683471478,2D,cathodic,,
572,0,3,5,12,12,40,206,5,0,0,5R,0.294238,14,1.846,20413.586204022504,1,,,28.609155437542743,2D,cathodic,,
572,0,3,5,0,0,10,207,5,0,0,5R,0.251699,15,1.781,20609.999845765975,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,11,208,5,0,0,5R,0.251699,15,1.861,21370.98681777537,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,12,209,5,0,0,5R,0.251699,15,1.84,20687.991850899594,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,13,210,5,0,0,5R,0.251699,14,1.799,20169.106690868983,0,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,14,211,5,0,0,5R,0.250732,14,2.032,20316.507391652594,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,1,1,14,212,5,0,0,5R,0.246865,15,1.78,20778.84050694233,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,0,0,15,213,5,0,0,5R,0.251699,14,1.811,20393.187185044622,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,16,214,5,0,0,5R,0.251699,15,1.835,21032.93749952632,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,1,1,15,215,5,0,0,5R,0.245898,14,1.963,20195.054899537623,0,,,21.412965986317587,2D,cathodic,,
572,0,3,5,0,0,17,216,5,0,0,5R,0.250732,15,2.022,20691.370146772122,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,18,217,5,0,0,5R,0.251699,15,1.928,21133.561414341886,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,1,1,16,218,5,0,0,5R,0.246865,15,1.772,20610.683779733317,1,,,21.412965986317587,2D,cathodic,,
572,0,3,5,8,8,7,219,5,0,0,5R,0.251699,15,2.108,20848.57670267681,1,,,22.33536431426225,2D,cathodic,,
572,0,3,5,0,0,19,220,5,0,0,5R,0.251699,15,1.816,21030.179518892677,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,20,221,5,0,0,5R,0.250732,14,1.853,20586.66075489917,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,21,222,5,0,0,5R,0.251699,15,1.78,21193.45412783949,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,22,223,5,0,0,5R,0.251699,15,1.832,20933.371915775824,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,23,224,5,0,0,5R,0.251699,15,1.796,21488.570137613,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,24,225,5,0,0,5R,0.251699,15,1.853,20623.184574919647,1,,,25.485828121283337,2D,cathodic,,
572,0,3,5,0,0,25,226,5,0,0,5R,0.250732,14,1.77,20183.703031096873,0,,,25.485828121283337,2D,cathodic,,
572,0,3,5,8,8,8,227,5,0,0,5R,0.251699,14,1.829,20495.78007169535,1,,,22.33536431426225,2D,cathodic,,
570,0,3,0,8,8,0,0,0,0,0,5R,2.786481,101,1.422,28578.218360365045,1,,,26.270884182551633,2D,anodic,,
570,0,3,0,11,11,0,1,0,0,0,5R,3.486805,102,1.464,28869.086431318086,0,,,29.044751324896453,2D,anodic,,
570,0,3,0,8,8,1,2,0,0,0,5R,2.786481,101,1.648,28677.967514932498,1,,,26.270884182551633,2D,anodic,,
570,0,3,0,10,10,0,3,0,0,0,5R,2.842011,101,1.44,28593.77238203652,1,,,26.322663441247386,2D,anodic,,
570,0,3,0,8,8,2,4,0,0,0,5R,2.786481,101,1.633,28535.728980614684,1,,,26.270884182551633,2D,anodic,,
570,0,3,0,10,10,1,5,0,0,0,5R,2.70874,101,1.447,28574.224232468063,1,,,26.322663441247386,2D,anodic,,
