%% Coordinates
16.643546864750988	-125.29311825002605
16.643546864750988	-124.87058303875847
16.2210116534834	-124.44804782749088
12.84072996334271	-124.44804782749088
12.418194752075124	-124.0255126162233
-1.1029320084880965	-124.0255126162233
-1.1029320084880965	-123.60297740495571
-1.5254672197561376	-123.18044219368812
-7.018424966234761	-123.18044219368812
-7.4409601775023475	-123.60297740495571
-7.4409601775023475	-124.0255126162233
-12.511382712713385	-124.0255126162233
-12.511382712713385	-123.60297740495571
-12.933917923981426	-123.18044219368812
-15.89166440285453	-123.18044219368812
-16.314199614122117	-122.75790698242054
-18.42687567046005	-122.75790698242054
-18.849410881727636	-123.18044219368812
-20.962086938066022	-123.18044219368812
-21.38462214933361	-123.60297740495571
-21.38462214933361	-124.0255126162233
-26.455044684544646	-124.0255126162233
-26.455044684544646	-123.60297740495571
-26.877579895812232	-123.18044219368812
-27.722650318347405	-123.18044219368812
-28.14518552961499	-122.75790698242054
-30.257861585952924	-122.75790698242054
-30.257861585952924	-122.33537177115295
-30.68039679722051	-121.91283655988536
-33.63814327609407	-121.91283655988536
-34.060678487361656	-121.49030134861778
-40.39870665637591	-121.49030134861778
-40.39870665637591	-121.06776613734996
-40.82124186764304	-120.64523092608238
-42.933917923981426	-120.64523092608238
-43.35645313524856	-120.22269571481502
-45.469129191586944	-120.22269571481502
-45.469129191586944	-119.8001605035472
-45.89166440285453	-119.37762529227962
-46.31419961412212	-119.37762529227962
-46.7367348253897	-118.9550900810118
-47.581805247924876	-118.9550900810118
-47.581805247924876	-118.53255486974444
-48.00434045919246	-118.11001965847686
-51.384622149333154	-118.11001965847686
-51.807157360601195	-117.68748444720904
-56.455044684544646	-117.68748444720904
-56.455044684544646	-117.26494923594146
-57.30011510707982	-116.41987881340629
-59.41279116341775	-116.41987881340629
-59.41279116341775	-115.9973436021387
-59.83532637468534	-115.57480839087111
-61.52546721975614	-115.57480839087111
-61.94800243102327	-115.15227317960353
-64.48321369862924	-115.15227317960353
-64.48321369862924	-114.72973796833594
-64.90574890989683	-114.30720275706835
-65.750819332432	-114.30720275706835
-66.17335454369959	-113.88466754580077
-68.28603060003752	-113.88466754580077
-68.28603060003752	-113.46213233453318
-68.7085658113051	-113.0395971232656
-69.1311010225727	-113.0395971232656
-69.55363623384028	-112.61706191199801
-70.82124186764304	-112.61706191199801
-70.82124186764304	-112.19452670073042
-71.24377707891108	-111.77199148946283
-72.08884750144625	-111.77199148946283
-72.51138271271338	-111.34945627819502
-74.62405876905177	-111.34945627819502
-74.62405876905177	-110.50438585565985
-75.04659398031936	-110.08185064439226
-77.15927003665729	-110.08185064439226
-77.15927003665729	-109.6593154331249
-77.58180524792488	-109.23678022185709
-79.27194609299522	-109.23678022185709
-79.69448130426281	-108.8142450105895
-82.22969257186833	-108.8142450105895
-82.22969257186833	-108.39170979932169
-82.65222778313637	-107.9691745880541
-83.49729820567154	-107.9691745880541
-83.91983341693913	-107.54663937678674
-88.56772074088258	-107.54663937678674
-88.56772074088258	-107.12410416551893
-88.99025595215062	-106.70156895425134
-89.83532637468534	-106.70156895425134
-90.25786158595292	-106.27903374298376
-90.68039679722051	-106.27903374298376
-90.68039679722051	-105.85649853171617
-91.52546721975614	-105.011428109181
-93.21560806482648	-105.011428109181
-93.21560806482648	-104.58889289791341
-94.06067848736166	-103.74382247537824
-95.32828412116442	-103.74382247537824
-95.32828412116442	-103.32128726411065
-96.17335454369959	-102.47621684157548
-96.59588975496717	-102.47621684157548
-96.59588975496717	-102.05368163030766
-97.01842496623476	-101.6311464190403
-97.86349538876993	-101.6311464190403
-98.28603060003752	-101.20861120777272
-100.82124186764304	-101.20861120777272
-100.82124186764304	-100.7860759965049
-101.24377707891108	-100.36354078523755
-101.66631229017867	-100.36354078523755
-102.08884750144625	-99.94100557396973
-104.62405876905177	-99.94100557396973
-104.62405876905177	-99.51847036270215
-105.04659398031936	-99.09593515143456
-105.46912919158694	-99.09593515143456
-105.89166440285453	-98.67339994016675
-106.7367348253897	-98.67339994016675
-106.7367348253897	-97.82832951763157
-107.15927003665729	-97.40579430636399
-108.00434045919246	-97.40579430636399
-108.00434045919246	-96.98325909509663
-108.84941088172764	-96.13818867256123
-110.53955172679798	-96.13818867256123
-110.53955172679798	-95.29311825002605
-110.96208693806557	-94.87058303875847
-111.8071573606012	-94.87058303875847
-111.8071573606012	-94.44804782749088
-112.65222778313637	-93.60297740495571
-113.49729820567154	-93.60297740495571
-113.49729820567154	-93.18044219368812
-113.91983341693913	-92.75790698242054
-114.7649038394743	-92.75790698242054
-115.18743905074189	-92.33537177115295
-116.87757989581223	-92.33537177115295
-116.87757989581223	-91.49030134861755
-117.30011510707982	-91.06776613735019
-118.14518552961499	-91.06776613735019
-118.14518552961499	-90.22269571481479
-118.56772074088258	-89.8001605035472
-119.41279116341775	-89.8001605035472
-119.41279116341775	-89.37762529227939
-120.25786158595292	-88.53255486974444
-121.1029320084881	-88.53255486974444
-121.1029320084881	-88.11001965847663
-121.52546721975568	-87.68748444720927
-121.94800243102327	-87.68748444720927
-122.37053764229131	-87.26494923594146
-122.37053764229131	-86.84241402467387
-122.7930728535589	-86.41987881340629
-123.21560806482648	-86.41987881340629
-123.21560806482648	-85.57480839087111
-124.06067848736166	-84.72973796833594
-124.48321369862924	-84.72973796833594
-124.48321369862924	-83.88466754580077
-124.90574890989683	-83.46213233453318
-125.750819332432	-83.46213233453318
-125.750819332432	-82.61706191199801
-126.17335454369959	-82.19452670073042
-127.01842496623476	-82.19452670073042
-127.01842496623476	-81.77199148946283
-127.86349538876993	-80.92692106692743
-128.28603060003752	-80.92692106692743
-128.28603060003752	-80.50438585565985
-129.1311010225727	-79.65931543312468
-130.82124186764304	-79.65931543312468
-130.82124186764304	-78.81424501058927
-131.24377707891108	-78.39170979932192
-132.08884750144625	-78.39170979932192
-132.08884750144625	-77.54663937678652
-132.51138271271384	-77.12410416551893
-133.356453135249	-77.12410416551893
-133.356453135249	-76.70156895425134
-134.20152355778418	-75.85649853171617
-135.04659398031936	-75.85649853171617
-135.04659398031936	-75.43396332044858
-135.46912919158694	-75.011428109181
-135.89166440285453	-75.011428109181
-136.31419961412212	-74.58889289791341
-136.31419961412212	-74.16635768664582
